GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,42300101,37,1628389,Bam Adebayo,1610612748,Miami Heat,1,8,10,Made Shot,Turnaround Fadeaway Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,75,61,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,47,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,7,7,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-92,10,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,63,1629312,Haywood Highsmith,1610612748,Miami Heat,1,6,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,180,195,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,69,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,5,58,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,56,92,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,73,1629639,Tyler Herro,1610612748,Miami Heat,1,5,48,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,138,127,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,77,1631107,Nikola Jovic,1610612748,Miami Heat,1,5,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,30,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,83,1631107,Nikola Jovic,1610612748,Miami Heat,1,4,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-145,101,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,87,1629639,Tyler Herro,1610612748,Miami Heat,1,4,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-27,22,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,90,1629639,Tyler Herro,1610612748,Miami Heat,1,3,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-29,122,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,109,1626153,Delon Wright,1610612748,Miami Heat,1,3,15,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,25,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,125,201567,Kevin Love,1610612748,Miami Heat,1,1,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-143,231,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,135,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,0,55,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,24,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,139,201567,Kevin Love,1610612748,Miami Heat,1,0,25,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-18,87,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,143,1629130,Duncan Robinson,1610612748,Miami Heat,1,0,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-213,146,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,148,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,2,11,38,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,32,31,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,151,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,2,11,2,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,45,26,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,153,201567,Kevin Love,1610612748,Miami Heat,2,11,1,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,176,1628389,Bam Adebayo,1610612748,Miami Heat,2,9,30,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,6,33,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,181,1629130,Duncan Robinson,1610612748,Miami Heat,2,8,57,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,190,198,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,185,1629130,Duncan Robinson,1610612748,Miami Heat,2,8,22,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-134,237,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,189,1628389,Bam Adebayo,1610612748,Miami Heat,2,7,49,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,53,105,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,192,1628389,Bam Adebayo,1610612748,Miami Heat,2,7,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,125,252,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,214,1629639,Tyler Herro,1610612748,Miami Heat,2,6,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,153,229,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,218,1628997,Caleb Martin,1610612748,Miami Heat,2,5,56,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,24,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,222,1628389,Bam Adebayo,1610612748,Miami Heat,2,5,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,85,167,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,228,1628389,Bam Adebayo,1610612748,Miami Heat,2,4,57,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,40,124,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,232,1629639,Tyler Herro,1610612748,Miami Heat,2,4,36,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,5,271,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,237,1628389,Bam Adebayo,1610612748,Miami Heat,2,3,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-151,67,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,241,1628389,Bam Adebayo,1610612748,Miami Heat,2,3,31,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,47,20,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,247,1631107,Nikola Jovic,1610612748,Miami Heat,2,3,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-195,197,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,259,1628997,Caleb Martin,1610612748,Miami Heat,2,2,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,150,231,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,263,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,2,2,1,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,22,34,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,267,1629639,Tyler Herro,1610612748,Miami Heat,2,1,46,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-140,225,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,271,1629639,Tyler Herro,1610612748,Miami Heat,2,1,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,232,113,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,275,1628997,Caleb Martin,1610612748,Miami Heat,2,0,30,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-184,109,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,287,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,2,0,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,22,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,297,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,11,43,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,15,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,303,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,10,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-167,211,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,306,1628389,Bam Adebayo,1610612748,Miami Heat,3,10,26,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-208,199,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,310,1629639,Tyler Herro,1610612748,Miami Heat,3,10,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-38,254,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,319,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,9,30,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-31,106,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,325,1631107,Nikola Jovic,1610612748,Miami Heat,3,8,50,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-199,178,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,327,1631107,Nikola Jovic,1610612748,Miami Heat,3,8,45,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-216,160,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,330,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,8,20,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,13,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,337,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,7,18,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-16,107,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,342,1628997,Caleb Martin,1610612748,Miami Heat,3,6,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,208,143,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,344,1628997,Caleb Martin,1610612748,Miami Heat,3,6,40,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,219,109,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,348,1631107,Nikola Jovic,1610612748,Miami Heat,3,5,59,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-5,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,358,1631107,Nikola Jovic,1610612748,Miami Heat,3,5,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-219,134,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,367,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-191,189,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,378,1631107,Nikola Jovic,1610612748,Miami Heat,3,3,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,23,18,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,385,201567,Kevin Love,1610612748,Miami Heat,3,2,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,10,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,399,1631107,Nikola Jovic,1610612748,Miami Heat,3,1,36,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-138,241,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,404,1629312,Haywood Highsmith,1610612748,Miami Heat,3,1,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,97,233,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,408,1626153,Delon Wright,1610612748,Miami Heat,3,0,48,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-49,34,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,420,1628389,Bam Adebayo,1610612748,Miami Heat,3,0,10,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,2,125,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,423,1629312,Haywood Highsmith,1610612748,Miami Heat,3,0,0,Missed Shot,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,51,-40,509,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,435,1626153,Delon Wright,1610612748,Miami Heat,4,10,56,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,222,-5,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,441,1626153,Delon Wright,1610612748,Miami Heat,4,10,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-54,280,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,445,1626153,Delon Wright,1610612748,Miami Heat,4,9,45,Made Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,244,-9,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,451,1629130,Duncan Robinson,1610612748,Miami Heat,4,8,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,15,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,457,1629312,Haywood Highsmith,1610612748,Miami Heat,4,8,5,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,49,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,467,1629639,Tyler Herro,1610612748,Miami Heat,4,7,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,189,162,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,478,1628389,Bam Adebayo,1610612748,Miami Heat,4,6,40,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,64,31,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,482,1628997,Caleb Martin,1610612748,Miami Heat,4,6,14,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-26,6,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,485,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,4,5,35,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,18,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,491,1629639,Tyler Herro,1610612748,Miami Heat,4,4,57,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,28,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,496,1626153,Delon Wright,1610612748,Miami Heat,4,4,26,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-89,254,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,499,1626153,Delon Wright,1610612748,Miami Heat,4,3,58,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,154,210,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,506,1628389,Bam Adebayo,1610612748,Miami Heat,4,3,21,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-21,48,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,514,1628389,Bam Adebayo,1610612748,Miami Heat,4,2,52,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-212,6,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,519,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,4,2,9,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,97,48,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,525,1628389,Bam Adebayo,1610612748,Miami Heat,4,1,40,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,10,74,1,1,20240421,BOS,MIA
Shot Chart Detail,42300101,532,1628389,Bam Adebayo,1610612748,Miami Heat,4,1,14,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,72,94,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,534,1628389,Bam Adebayo,1610612748,Miami Heat,4,1,0,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-4,100,1,0,20240421,BOS,MIA
Shot Chart Detail,42300101,548,1629639,Tyler Herro,1610612748,Miami Heat,4,0,15,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-203,151,1,0,20240421,BOS,MIA
Shot Chart Detail,42300102,9,1628997,Caleb Martin,1610612748,Miami Heat,1,11,26,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,15,171,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,12,1631107,Nikola Jovic,1610612748,Miami Heat,1,10,50,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,196,157,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,24,1631107,Nikola Jovic,1610612748,Miami Heat,1,9,30,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,32,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,28,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,8,54,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,41,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,33,1628389,Bam Adebayo,1610612748,Miami Heat,1,8,22,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,70,109,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,36,1631107,Nikola Jovic,1610612748,Miami Heat,1,7,58,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,172,187,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,44,1628389,Bam Adebayo,1610612748,Miami Heat,1,7,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,69,261,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,50,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,6,39,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,25,-238,85,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,66,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,5,42,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-87,258,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,72,1629639,Tyler Herro,1610612748,Miami Heat,1,5,17,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-181,190,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,76,1629639,Tyler Herro,1610612748,Miami Heat,1,4,39,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-48,255,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,85,1629130,Duncan Robinson,1610612748,Miami Heat,1,4,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,85,253,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,93,1628997,Caleb Martin,1610612748,Miami Heat,1,3,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-217,157,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,97,1629130,Duncan Robinson,1610612748,Miami Heat,1,3,4,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,16,31,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,102,1628997,Caleb Martin,1610612748,Miami Heat,1,2,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-153,213,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,106,1629639,Tyler Herro,1610612748,Miami Heat,1,2,25,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,103,258,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,127,1629312,Haywood Highsmith,1610612748,Miami Heat,1,1,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,153,210,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,132,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,1,1,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-162,213,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,141,1629130,Duncan Robinson,1610612748,Miami Heat,1,0,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,168,188,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,164,1629312,Haywood Highsmith,1610612748,Miami Heat,2,11,41,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,68,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,176,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,2,10,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,10,93,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,182,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,2,9,52,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,21,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,186,1629130,Duncan Robinson,1610612748,Miami Heat,2,9,13,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,110,240,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,204,201567,Kevin Love,1610612748,Miami Heat,2,8,22,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,38,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,208,1629312,Haywood Highsmith,1610612748,Miami Heat,2,7,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,7,263,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,239,1628997,Caleb Martin,1610612748,Miami Heat,2,5,52,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-32,68,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,243,1628997,Caleb Martin,1610612748,Miami Heat,2,5,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-174,195,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,250,1628389,Bam Adebayo,1610612748,Miami Heat,2,4,42,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,38,93,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,253,1628997,Caleb Martin,1610612748,Miami Heat,2,4,18,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,216,125,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,260,1628389,Bam Adebayo,1610612748,Miami Heat,2,4,0,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-27,57,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,265,1631107,Nikola Jovic,1610612748,Miami Heat,2,3,26,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-23,34,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,267,1629639,Tyler Herro,1610612748,Miami Heat,2,3,3,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-163,219,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,287,1626153,Delon Wright,1610612748,Miami Heat,2,1,37,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,27,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,289,1628389,Bam Adebayo,1610612748,Miami Heat,2,1,32,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,47,72,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,293,1629639,Tyler Herro,1610612748,Miami Heat,2,1,11,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-80,272,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,296,1629639,Tyler Herro,1610612748,Miami Heat,2,0,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-145,245,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,318,1631107,Nikola Jovic,1610612748,Miami Heat,3,11,9,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,81,1,1,20240424,BOS,MIA
Shot Chart Detail,42300102,331,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,10,10,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-33,49,1,0,20240424,BOS,MIA
Shot Chart Detail,42300102,335,1631170,Jaime Jaquez Jr.,1610612748,Miami Heat,3,10,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,131,217,1,0,20240424,BOS,MIA
